In Cart,Recommendation,Support,Confidence,Lift
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + appliances.iron,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.microwave + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + appliances.kitchen.microwave + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + computers.peripherals.mouse + appliances.kitchen.microwave + electronics.smartphone + appliances.iron,0.125,1.0,8.0
appliances.environment.water_heater,computers.peripherals.mouse + appliances.kitchen.microwave + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + computers.peripherals.mouse + appliances.iron + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.iron + electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + electronics.smartphone + appliances.iron + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + electronics.smartphone + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + computers.peripherals.mouse + electronics.smartphone + appliances.iron + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,appliances.iron + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + electronics.smartphone + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + computers.peripherals.mouse + electronics.smartphone + appliances.iron,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.iron + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + computers.peripherals.mouse + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.microwave + computers.peripherals.mouse + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.microwave + electronics.audio.headphone + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.microwave + electronics.smartphone + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + appliances.kitchen.microwave + computers.peripherals.mouse + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,appliances.kitchen.microwave + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + appliances.kitchen.microwave + electronics.audio.headphone + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,appliances.kitchen.microwave + electronics.smartphone + electronics.audio.headphone + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + computers.peripherals.mouse + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.microwave + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + electronics.audio.headphone + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.microwave + electronics.smartphone + electronics.audio.headphone + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + appliances.kitchen.microwave + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + electronics.audio.headphone + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + computers.peripherals.mouse + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + electronics.audio.headphone + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + electronics.smartphone + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + electronics.smartphone + electronics.audio.headphone + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + electronics.smartphone + electronics.audio.headphone + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + electronics.smartphone + electronics.audio.headphone + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + computers.peripherals.mouse + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.microwave + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.microwave + electronics.smartphone + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + appliances.kitchen.microwave + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + computers.peripherals.mouse + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + electronics.smartphone + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,country_yard.weather_station + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + country_yard.weather_station + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.iron + appliances.personal.massager + appliances.kitchen.toster,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.refrigerators + appliances.iron + appliances.personal.massager + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.refrigerators + appliances.iron + appliances.personal.massager + electronics.smartphone + appliances.kitchen.toster,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.refrigerators + appliances.iron + appliances.personal.massager + appliances.kitchen.toster + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.iron + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.iron + electronics.smartphone + appliances.kitchen.toster,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.iron + appliances.kitchen.toster + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.refrigerators + appliances.iron + electronics.smartphone + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.refrigerators + electronics.tablet + appliances.iron + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.refrigerators + appliances.iron + electronics.smartphone + appliances.kitchen.toster + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager + electronics.smartphone + appliances.iron,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager + appliances.iron + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.refrigerators + appliances.personal.massager + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.refrigerators + electronics.tablet + appliances.personal.massager + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.refrigerators + appliances.personal.massager + electronics.smartphone + appliances.iron + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + electronics.tablet + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.kitchen.refrigerators + electronics.smartphone + appliances.iron + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.kitchen.refrigerators + electronics.tablet + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.iron + appliances.personal.massager + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.iron + appliances.personal.massager + electronics.smartphone + appliances.kitchen.toster,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.iron + appliances.personal.massager + appliances.kitchen.toster + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.iron + appliances.personal.massager + electronics.smartphone + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.tablet + appliances.iron + appliances.personal.massager + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.iron + appliances.personal.massager + electronics.smartphone + appliances.kitchen.toster + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.iron + electronics.smartphone + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + electronics.tablet + appliances.iron + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.iron + electronics.smartphone + appliances.kitchen.toster + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.tablet + appliances.iron + electronics.smartphone + appliances.kitchen.toster + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.personal.massager + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + electronics.tablet + appliances.personal.massager + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + appliances.personal.massager + electronics.smartphone + appliances.iron + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,electronics.tablet + appliances.personal.massager + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.coffee_grinder,appliances.personal.scales + electronics.tablet + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.grill,computers.network.router + appliances.kitchen.microwave + computers.peripherals.mouse + appliances.iron + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + appliances.iron + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + appliances.kitchen.microwave + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + appliances.kitchen.microwave + electronics.smartphone + appliances.iron + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,country_yard.weather_station + appliances.kitchen.microwave + computers.peripherals.mouse + appliances.iron + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,appliances.kitchen.microwave + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.mouse + appliances.kitchen.microwave + electronics.smartphone + appliances.iron + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,country_yard.weather_station + appliances.kitchen.microwave + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + appliances.iron + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,appliances.kitchen.microwave + electronics.smartphone + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + computers.peripherals.mouse + appliances.iron,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + appliances.kitchen.microwave + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + computers.peripherals.mouse + appliances.kitchen.microwave + electronics.smartphone + appliances.iron,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + appliances.iron + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + appliances.iron,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + appliances.kitchen.microwave + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,country_yard.weather_station + appliances.kitchen.microwave + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,country_yard.weather_station + computers.peripherals.mouse + appliances.kitchen.microwave + electronics.smartphone + appliances.iron,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.mouse + appliances.kitchen.microwave + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,country_yard.weather_station + appliances.kitchen.microwave + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + computers.peripherals.mouse + appliances.iron + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + appliances.iron + electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + electronics.smartphone + appliances.iron + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + electronics.smartphone + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,country_yard.weather_station + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,country_yard.weather_station + computers.peripherals.mouse + electronics.smartphone + appliances.iron + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,appliances.iron + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,country_yard.weather_station + electronics.smartphone + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + computers.peripherals.mouse + electronics.smartphone + appliances.iron,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + appliances.iron + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.network.router + country_yard.weather_station + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.keyboard + computers.peripherals.scanner + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.keyboard + computers.peripherals.scanner + computers.peripherals.mouse + appliances.iron + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.keyboard + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.keyboard + computers.peripherals.scanner + appliances.iron + electronics.audio.headphone + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,computers.peripherals.scanner + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + furniture.kitchen.table,0.125,0.5,4.0
appliances.kitchen.grill,country_yard.weather_station + computers.peripherals.mouse + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + country_yard.weather_station + computers.peripherals.mouse + appliances.iron + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + appliances.iron + electronics.smartphone + computers.peripherals.mouse + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + country_yard.weather_station + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + country_yard.weather_station + electronics.smartphone + appliances.iron + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + electronics.smartphone + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,country_yard.weather_station + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,country_yard.weather_station + computers.peripherals.mouse + electronics.smartphone + appliances.iron + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,appliances.iron + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,country_yard.weather_station + electronics.smartphone + appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + country_yard.weather_station + computers.peripherals.mouse + appliances.iron + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + country_yard.weather_station + computers.peripherals.mouse + electronics.smartphone + appliances.iron,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + appliances.iron + electronics.smartphone + computers.peripherals.mouse + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.microwave,computers.network.router + country_yard.weather_station + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.microwave,country_yard.weather_station + computers.peripherals.mouse + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.toster,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.toster,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager + electronics.smartphone + appliances.iron,0.125,1.0,8.0
appliances.kitchen.toster,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.personal.massager + appliances.iron + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.toster,appliances.kitchen.refrigerators + appliances.personal.massager + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.toster,appliances.kitchen.refrigerators + electronics.tablet + appliances.personal.massager + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.toster,appliances.kitchen.refrigerators + appliances.personal.massager + electronics.smartphone + appliances.iron + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.toster,appliances.personal.scales + appliances.kitchen.refrigerators + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.toster,appliances.personal.scales + appliances.kitchen.refrigerators + electronics.tablet + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.kitchen.toster,appliances.personal.scales + appliances.kitchen.refrigerators + electronics.smartphone + appliances.iron + electronics.tablet,0.125,1.0,8.0
appliances.kitchen.toster,appliances.kitchen.refrigerators + electronics.tablet + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.personal.massager,appliances.personal.scales + appliances.kitchen.refrigerators + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.personal.massager,appliances.personal.scales + appliances.kitchen.refrigerators + electronics.tablet + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.personal.massager,appliances.personal.scales + appliances.kitchen.refrigerators + electronics.smartphone + appliances.iron + electronics.tablet,0.125,1.0,8.0
appliances.personal.massager,appliances.kitchen.refrigerators + electronics.tablet + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
electronics.tablet,appliances.personal.scales + appliances.kitchen.refrigerators + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,0.5,4.0
appliances.kitchen.toster,appliances.personal.scales + appliances.personal.massager + electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
